user_input,reference_contexts,query_style
¿Qué requisitos tengo que cumplir para poder solicitar un crédito hipotecario en Banco Estado?,"['# Requisitos para obtener un crédito hipotecario\n\nRequisitos para obtener un crédito hipotecario:\n\nMayor de 18 años.\n\nNacionalidad chilena o extranjera con permanencia definitiva.\n\nAntecedentes comerciales de acuerdo con la Política Crediticia del Banco.\n\nAcreditar domicilio.\n\nAcreditar cuota contado (pie) requerida para optar al financiamiento hipotecario.\n\nSi eres trabajadores dependientes debes acreditar una antigüedad laboral de a lo menos 1 año.\n\nSi eres trabajador Independiente con título profesional, debes tener a lo menos 1 año desde la Iniciación de Actividades y, con título técnico, comisionista u otra prestación de servicios, debes tener a lo menos 2 años desde la Iniciación de Actividades.\n\nSi eres Socio de Empresa debes tener a lo menos 2 años de antigüedad.\n']",Duda Directa sobre Restricciones
"Si yo quiero que mi hermana me ayude sumando su ingreso para obtener mayor financiamiento en mi crédito hipotecario, ¿puede ser considerada como segundo titular o fiadora y qué documentos debo presentar?","['# Complemento de renta para un crédito hipotecario\n\nLa complementación de renta permite optar a un mayor financiamiento:\n\nPuede ser un familiar o no.\n\nPuede ser un segundo titular o un fiador y codeudor solidario.\n\nDebe acreditar ingresos al igual que el titular principal.\n\nDebe acreditar antecedentes comerciales de acuerdo con la Política Crediticia del Banco.\n\nSi se complementa renta, el tercero es también responsable del pago como fiador y codeudor, o como segundo titular. En el caso de un crédito para compraventa, el tercero podrá ser comprador o sólo fiador y codeudor solidario, según lo requiera el Cliente y la persona que complementa renta con este.\n']",Caso Hipotético en Primera Persona
¿Qué gastos operacionales tengo que cubrir al cerrar un crédito hipotecario y cómo se calculan?,"['# Gastos Operacionales para crédito hipotecario\n\nCorresponden a los gastos estimados asociados a tu crédito hipotecario. Estos gastos debes provisionarlos una vez que tengas tu crédito aprobado para el pago de los siguientes ítems:Tasación, informe que realiza un tasador (ente externo al Banco) que permite conocer el valor comercial de la propiedad y definir el monto que el Banco podrá financiar. El costo de la tasación va a depender de la localidad y del valor de la propiedad.Estudio de Títulos, informe legal de la propiedad que permite asegurar que no exista ninguna situación de ámbito legal que impida su venta o la posterior inscripción de la hipoteca en el Conservador de Bienes Raíces, por ejemplo que la propiedad no esté sujeta a expropiación o que todas las contribuciones están pagadas, que los cambios de dueños anteriores estén en regla, etc. Con el estudio de títulos aprobado se confecciona la Escritura de compraventa.\n\nConfección de la Escritura, documento que confecciona el área legal del Banco, en él se pactan las condiciones de compraventa de la propiedad y se especifican las condiciones del crédito hipotecario.Gastos notariales: corresponden al pago de impuestos y honorarios, pago se realiza en la Notaría al momento de la firma de la escritura y pueden variar según el valor de la vivienda y la localidad en dónde se encuentre la notaria.Inscripción en el Conservador de Bienes Raíces: Una vez firmada la Escritura por todas las partes involucradas, se ingresa al Conservador de Bienes Raíces, en donde se inscribe la propiedad a nombre del nuevo comprador, acreditando su dominio sobre ella y la hipoteca a favor de BancoEstado. El costo asociado a esta inscripción corresponde a un porcentaje sobre el valor de la vivienda.\n']",Orientado a la Acción
"Oye, ¿qué seguros tengo que contratar si quiero un crédito hipotecario, cuáles son obligatorios y cuáles opcionales?","['# Seguros para crédito hipotecario\n\nSeguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.\n\nSeguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.\n']",Colloquial Chileno Natural
"Oye, ¿puedo elegir una tasa fija para mi crédito hipotecario o siempre es variable?","['# Tasa de interés para crédito hipotecario\n\nPuedes optar a una tasa de interés fija, lo que implica que la tasa pactada en el origen del crédito, se mantendrá durante todo el período del crédito.\n']",Colloquial Chileno Natural
"Oye, ¿qué documentos tengo que llevar para postular a un crédito hipotecario?",['# Documentos legales para crédito hipotecario\n\n\n'],Colloquial Chileno Natural
¿Cómo puedo abrir una cuenta de ahorro para la vivienda paso a paso?,['# Cómo contratar tu cuenta de ahorro para la vivienda\n\nPaso 1: Ingresa a la App Banco estado\n\nPaso 2: Dirígete a la opción menú productos\n\nPaso 3: Selecciona abrir Cuenta de Ahorro Vivienda\n'],Orientado a la Acción
"Oye, ¿qué beneficios trae la cuenta de ahorro vivienda del BancoEstado?","['# Beneficios de tu Cuenta de Ahorro Vivienda\n\nCuenta unipersonal y reajustable de acuerdo a la variación de la UF, con la que puedes postular a Subsidio Habitacional\n\nTarjeta de Cajero Automático BancoEstado gratuita: Reciba su tarjeta al operar en toda la red de cajeros BancoEstado\n\nUtiliza tu Cuenta con o sin Libreta: Si decides no utilizar Libreta obtendrás una mayor Tasa de Interés\n\nPrograma tu Ahorro mensual desde $1.000: Puedes programar un ahorro mensual con cargo a tus cuentas de débito.\n\nPuedes postular al Subsidio Habitacional del MINVU: Servicio disponible en línea con MINVU.\n']",Colloquial Chileno Natural
¿Cómo funciona la Cuenta de Ahorro Vivienda y qué pasos debo seguir para postular al subsidio?,"['# Qué es la Cuenta de Ahorro Vivienda\n\nEs una Cuenta unipersonal y reajustable de acuerdo a la variación de la UF, con la que puedes postular a Subsidio Habitacional.\n\nGana intereses y reajustes anualmente por los Depósitos mantenidos por 90 días o más en tu Cuenta. Además, te permite realizar giros de hasta 30 UF diarias, o montos mayores con un aviso de 7 días de anticipación.\n\nCon esta Cuenta de ahorro puedes postular al Subsidio Habitacional del D. S. Nº 40 de 2004 del Ministerio de Vivienda y Urbanismo, inmediatamente después de haber completado el ahorro mínimo exigido. También puedes postular al Subsidio General de Interés Territorial (ex Renovación Urbana) o de Rehabilitación Patrimonial contemplado en el D. S. Nº 40/2004 del MINVU.\n']",Orientado a la Acción
"Oye, ¿qué papeles tengo que llevar para abrir la cuenta de ahorro vivienda?",['# Qué documentos se necesitan para abrir la Cuenta de Ahorro Vivienda\n\nCédula de Identidad.\n\nDocumentar origen de fondos cuando corresponda.\n'],Colloquial Chileno Natural
¿Qué documentos y requisitos necesito para abrir una Cuenta de Ahorro Vivienda?,"['# Cuáles son los requisitos para la Cuenta de Ahorro Vivienda\n\nLos requisitos son:\n\nSer Persona Natural\n\nSer mayor de 18 años.\n\nNo tener otra Cuenta de Ahorro Vivienda en el sistema financiero.\n\nRealizar un Depósito de apertura de al menos UF 0,5.\n']",Orientado a la Acción
¿Qué es el programa de apoyo a la vivienda nueva con tasa de interés subsidiada y garantía estatal y cómo me ayuda a financiar la compra?,"['# Programa de Apoyo a la Vivienda Nueva con Tasa de Interés Subsidiada y Garantía Estatal FOGAES\n\nTe apoyamos para la compra de tu vivienda nueva, con y sin subsidio.\n\nEste Programa permite al Banco entregar a las personas y familias mejores condiciones comerciales para acceder a un Créditos Hipotecario para financiar una vivienda nueva, con una tasa de interés rebajada, alcanzando hasta el 90% de financiamiento y plazo de hasta 30 años para pagar.\n']",Principiante / Educativo
¿Qué requisitos debo cumplir para postular a la tasa de interés subsidiada y la garantía estatal FOGAES?,"['# Requisitos necesarios para acceder a Tasa de Interés Subsidiada y Garantía Estatal FOGAES\n\nRequisitos necesarios para acceder a este programa:\n\nSolo para personas naturales.\n\nViviendas nuevas, es decir la primera venta de la vivienda.\n\nEl valor de la vivienda debe ser hasta UF 4.000, incluyendo estacionamiento y bodega para departamentos.\n\nEn el caso de Créditos Hipotecarios con Subsidio Habitacional MINVU, el valor de la propiedad no puede superar las UF 3.000.\n\nCliente no debe tener una promesa de compraventa suscrita con anterioridad al 31 de diciembre de 2024.\n\nCliente no debe estar inscrito en el Registro Nacional de Deudores de Pensión de Alimentos que Regula la Ley N°21.389.\n\nCumplir con las políticas de evaluación comercial y de riesgo definidas por el Banco.\n']",Orientado a la Acción
¿Qué es el programa de apoyo a la vivienda nueva con tasa subsidiada y a quién está dirigido?,"['# En qué consiste el programa de apoyo a la vivienda nueva con tasa subsidiada\n\nEste programa busca facilitar el acceso a créditos hipotecarios, permitiendo a las familias comprar una vivienda con mejores condiciones de financiamiento. Está destinado a la compra de una vivienda nueva y de la primera vivienda en el caso de familias que tengan un subsidio MINVU asignado.\n']",Principiante / Educativo
¿Qué beneficios tiene este financiamiento para comprar una casa?,"['# ¿Cuáles son los beneficios de este financiamiento?\n\nEste programa permite financiar hasta un 90% del valor de la propiedad (menor valor entre la tasación y el precio de venta de la vivienda), en un plazo de hasta 30 años y con un subsidio a la tasa de interés de 60 puntos base por todo el periodo del crédito (0,6 puntos porcentuales).\n']",Principiante / Educativo
¿Qué requisitos tengo que cumplir para postular al financiamiento de vivienda?,"['# ¿Cuáles son los requisitos que se deben cumplir para acceder a este financiamiento?\n\nLos requisitos para acceder a este financiamiento son los siguientes:\n\nSolo para personas naturales con o sin giro comercial\n\nQue se trate de viviendas nuevas (primera venta efectuada sobre la propiedad).\n\nValor de la vivienda hasta UF4.000. (incluyendo estacionamiento y bodega para departamentos)\n\nValor de la vivienda hasta UF3.000, cuando se trate de créditos hipotecarios complementarios al Subsidio Habitacional regulado por el D.S. 15 de 2024.\n\nNo contar con una promesa de compraventa suscrita con anterioridad al 31 de diciembre de 2025.\n\nNo estar inscritos en el Registro Nacional de Deudores de Pensión de Alimentos que Regula la Ley N°21.389.\n']",Orientado a la Acción
¿Se puede usar este financiamiento para comprar una vivienda usada?,['# Se puede acceder a este financiamiento para comprar una vivienda usada\n\nEste programa está dirigido solo a la compra de viviendas nuevas (primera venta efectuada sobre la propiedad).\n'],Duda Directa sobre Restricciones
"Si tengo una casa de 90 millones con estacionamiento y bodega, ¿se pueden financiar esos espacios siempre que el valor total de la propiedad no supere el límite del programa?","['# ¿Se financia el estacionamiento y la bodega?\n\nSe financia estacionamiento y bodega, siempre y cuando el valor total de la propiedad no supere el monto máximo de financiamiento establecido en el programa.\n']",Caso Hipotético en Primera Persona
"Si mi departamento con estacionamiento y bodega supera las UF 4.000, ¿puedo obtener el financiamiento o tengo que excluir esos extras?","['# Si con el estacionamiento y bodega el valor de la propiedad supera las UF 4.000 o supera UF 3.000 con subsidio habitacional ¿puedo acceder a este financiamiento?\n\nSe puede acceder a este financiamiento sin incluir estacionamiento y bodega, los cuales se podrían financiar con otro tipo de crédito.\n']",Caso Hipotético en Primera Persona
¿Puedo pedir el crédito con más de un comprador y sumar nuestras rentas?,"['# ¿Se puede solicitar financiamiento con más de un comprador y complementar renta?\n\nSi, se puede solicitar el crédito con más de un comprador y complementar rentas, siempre y cuando cumplan con las políticas de riesgo del Banco.\n']",Duda Directa sobre Restricciones
¿Hasta cuándo estará disponible ese financiamiento?,"['# ¿Hasta cuándo estará disponible este financiamiento?\n\nEste financiamiento estará disponible por un período de 24 meses o hasta que se vendan todas las unidades disponibles para el programa, a contar de la fecha de publicación de la ley.\n']",Duda Directa sobre Restricciones
"Si yo firmé la promesa de compraventa antes del 31 de diciembre de 2024, ¿puedo acceder al financiamiento del programa?","['# ¿Si tengo una promesa de compraventa anterior al 31 de diciembre de 2024 puedo acceder a este financiamiento?\n\nEn el caso que tengas una promesa firmada anterior al 31 de diciembre de 2024, no podrás acceder a este financiamiento. Si no tienes promesa o firmaste una promesa posterior a la fecha señalada podrás acceder al programa.\n']",Caso Hipotético en Primera Persona
"Oye, ¿cómo checan si soy apto para el crédito de Vivienda Nueva con garantía FOGAES?","['# ¿Cómo se verifica que el cliente sea elegible para solicitar este financiamiento?\n\nAl momento de solicitar tu financiamiento, el Ejecutivo del Banco validará que cumplas con los requisitos necesarios para acceder al programa Vivienda Nueva con garantía FOGAES.\n']",Colloquial Chileno Natural
"Oye, ¿hasta qué porcentaje me pueden prestar del valor del depa?",['# ¿Se puede financiar cualquier porcentaje del valor de la vivienda?\n\nSe puede financiar hasta el 90% del valor de la propiedad (menor valor entre la tasación y precio de venta de la vivienda).\n'],Colloquial Chileno Natural
"Oye, ¿qué significa que el crédito tenga una garantía estatal del 50%?","['# ¿Qué significa que este financiamiento tenga 50% de garantía estatal?\n\nLa garantía estatal significa que el Banco tendrá una garantía adicional a la garantía hipotecaria de un 50% del monto adeudado, que podrá hacer efectiva en el caso no pago del crédito.\n']",Colloquial Chileno Natural
"Oye, ¿el subsidio de tasa se postula o lo pido directamente con un ejecutivo del BancoEstado?","['# ¿Se debe postular al subsidio de tasa?\n\nNo se postula al subsidio de tasa, se solicita directamente a un ejecutivo en BancoEstado. Debes cumplir con los requisitos que señala la ley y su reglamento y con las políticas de evaluación comercial y de riesgo definidas por el Banco.\n']",Colloquial Chileno Natural
"Oye, ¿me puedes decir cuánto tarda el proceso de portabilidad, si quiero cambiar mi crédito?","['# Cuanto tiempo demora el proceso de Portabilidad\n\nDependerá, del tipo de producto, por ejemplo, un crédito hipotecario se podría demorar más tiempo que un crédito de consumo. De todas maneras, el plazo para recibir una oferta de portabilidad desde que se ingresa la solicitud de portabilidad financiera, son hasta 30 días hábiles.\n']",Colloquial Chileno Natural
¿Qué beneficios me da la portabilidad financiera si quiero cambiar de banco?,"['# Qué beneficios tiene la Portabilidad Financiera para los clientes\n\nLa Portabilidad Financiera busca dar mayor facilidad para que las personas se puedan cambiar de una Institución financiera a otra que le otorgue mejores condiciones, disminuyendo hasta en un 60% los costos en el caso de créditos hipotecarios y los tiempos. Dado lo anterior se podrá elegir con mayor libertad y facilidad aquella institución que te entreguen mejores beneficios.\n']",Principiante / Educativo
¿Cómo puedo obtener el certificado de liquidación y qué necesito para solicitarlo?,"['# Qué es el certificado de liquidación\n\nDocumento que contiene el detalle de los productos y servicios que mantienes con una determinada Institución financiera (condiciones, deudas, garantías, entre otros).\n\nLo puedes solicitar directamente a tu Institución financiera a través de la página web o de forma presencial. En un proceso de portabilidad, el banco al cual ingresas una solicitud de portabilidad lo solicitará directamente a tu banco de origen.\n']",Orientado a la Acción
¿Qué es la portabilidad financiera y cómo funciona?,"['# Que es la Portabilidad Financiera\n\nLa Portabilidad es un proyecto de ley que busca facilitar el proceso de cambio de una institución financiera a otra, que ofrezca mejores condiciones para las Personas, Microempresas y Pequeñas Empresas.\n\nLa Portabilidad Financiera facilita a las personas, micro y pequeñas empresas para que puedan cambiarse de una institución financiera a otra que les ofrezca mejores condiciones, disminuyendo los tiempos y costos involucrados en este proceso. Adicionalmente asigna a las Instituciones financieras involucradas la responsabilidad de generar los certificados de liquidación con el detalle de deudas, la ejecución de los pagos y cierre de los productos en tu banco de origen.\n']",Principiante / Educativo
"Si quiero portar mi crédito hipotecario a Banco Estado, ¿tengo que firmar una nueva escritura?","['# Si me porto con un crédito hipotecario a banco estado, Se debe firmar una nueva escritura\n\nSi, se debe firmar una nueva escritura. La ventaja de la portabilidad es que los fondos serán desembolsados de inmediato, ya que no se requiere alzamiento ni nueva constitución de la garantía.\n']",Caso Hipotético en Primera Persona
¿Qué beneficios tiene la portabilidad financiera?,"['# Qué beneficios tiene la Portabilidad Financiera\n\nEl objetivo de la ley, es que todos puedan acceder a servicios y productos financieros en mejores condiciones, además de disminuir el plazo para ejecutar estos trámites.\n\nLa Portabilidad Financiera facilita el refinanciamiento de crédito y disminuye los tramites asociados, bajando los costos generados por el endeudamiento. En cuanto a las empresas, permite expandir la producción y así impulsar el crecimiento económico y la creación de empleo.\n\nPor ejemplo en el caso de un refinanciamiento de un crédito hipotecario de 1.000 UF, el costo disminuye en promedio de 700 mil pesos a 280 mil pesos, mientras que los plazos del cambio de entidad financiera bajan a 30 días aproximadamente.\n']",Principiante / Educativo
¿Qué tipos de portabilidad financiera hay y en qué se diferencian?,"['# Qué tipos de Portabilidad Financiera existen\n\nEn términos de la institución a la que se quiere portar el cliente:\n\nPortabilidad externa, cuando un cliente quiera cerrar sus productos en un banco y cambiarse a otro.\n\nPortabilidad Interna, cuando un cliente quiera refinanciar sus deudas con el mismo banco.\n\nEn términos de la institución a la que se quiera portar el cliente:\n\nPortabilidad con subrogación, cuando algunos de los créditos que se portan, tiene asociada una garantía real (por ejemplo, un crédito hipotecario). En esta modalidad las garantías se traspasan al nuevo proveedor sin necesidad de alzarlas y volver a constituirlas, lo que simplifica y hace mas barato el proceso.\n\nPortabilidad sin subrogación, cuando no existe una garantía real asociada. Por lo tanto, en el proceso de portabilidad tanto la operación, como sus garantías asociadas se extinguen. Por ejemplo: créditos con avales.\n']",Principiante / Educativo
¿Qué documentos tengo que presentar para iniciar la portabilidad financiera?,"['# Qué antecedentes debo presentar ara acceder a la Portabilidad Financiera\n\nPara iniciar el proceso de portabilidad es suficiente con ingresar al formulario disponible en nuestro sitio web con tu cedula de identidad y solicitar la portabilidad, adjuntando el certificado de liquidación. En el caso de no adjuntar el certificado de liquidación, Banco Estado lo solicitara a la institución financiera de origen.\n\nEn el caso de personas jurídicas también deberán adjuntar la escritura de personería del representante que ingresa la solicitud.\n\nEs posible que durante el proceso de portabilidad te solicitemos antecedentes adicionales, esto dependerá de los productos que solicites portar o abrir.\n']",Orientado a la Acción
¿Qué implica que un producto esté bloqueado y cómo se diferencia del cierre definitivo?,"['# Cuál es la diferencia entre bloqueo y cierre de productos\n\nEl bloqueo no significa un término de la relación del cliente con el Banco, se permiten cargos al producto. El cierre, en cambio, es el término de la relación contractual con la institución.\n\nEn portabilidad financiera, cuando los productos están bloqueados, el cliente no podrá utilizarlos durante un periodo de tiempo, de manera de no aumentar la deuda (no se realiza ningún tipo de cargos). Si el cliente no firma los contratos de los nuevos productos el bloqueo se revierte. Si el cliente firma los contratos, entonces se produce el cierre definitivo de productos.\n']",Duda Directa sobre Restricciones
"Me llegó la oferta de portabilidad de Banco Estado, ¿cómo hago para comparar si me conviene cambiar mis productos?","['# Cómo evalúo si me conviene portarme a Banco Estado\n\nCuando Banco Estado te haga llegar la oferta de portabilidad, podrás realizar un comparativo de tus productos vigentes v/s los productos ofertados por Banco Estado. Podrás comparar indicadores como: Costo Anual Equivalente (CAE), Costo Total del Crédito (CTC), tasas de interés y comisiones de los productos de tal manera que puedas tomar una decisión bien informado.\n']",Colloquial Chileno Natural
"No sé si me cobran por portarme a Banco Estado, ¿me explican los costos?","['# Cuál es el costo de portarme a Banco Estado\n\nEl proceso de portabilidad financiera no tiene costo para el cliente.\n\nPor otra parte, puede tener un costo para el cliente la contratación de un producto, por ejemplo, los créditos hipotecarios donde el cliente debe pagar los gastos operacionales que implica la tasación, estudio de título, Notaría y Conservador en caso que se requiera.\n']",Principiante / Educativo
¿Qué papeles tengo que entregar al Banco para que evalúen mi crédito hipotecario?,['# ¿Qué antecedentes necesito presentar al Banco para realizar la evaluación de mi Crédito Hipotecario?\n\nDebes cumplir con los requisitos solicitados y presentar los antecedentes legales requeridos:\n'],Orientado a la Acción
¿Hasta cuánto me pueden prestar para comprar un depa y cuál es el límite del dividendo respecto a mi ingreso?,"['# ¿Cuánto dinero puedo pedir prestado para adquirir una vivienda?\n\nPodrás acceder hasta el 90% del menor valor entre la tasación y el precio de venta de la propiedad, considerando que el dividendo no debe superar el 25% de tu renta líquida o Ingreso familiar en caso de complementar renta. Estas condiciones estarán sujetas a la evaluación comercial y las políticas de riesgo vigentes de BancoEstado.\n']",Duda Directa sobre Restricciones
¿Qué tengo que hacer para obtener la tasa de interés preferente?,['# ¿Cómo puedo obtener una Tasa de Interés Preferente?\n\nPara acceder a una tasa preferencial deberás contratar o tener una Cuenta Corriente o Chequera Electrónica más Línea de Crédito y contratar Pago Automático de los dividendos (PAC). El tipo y cantidad de productos va a depender de la evaluación comercial y política de riesgo del Banco.\n'],Orientado a la Acción
¿Qué seguros tengo que contratar obligatoriamente si solicito un crédito hipotecario?,"['# ¿Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario?\n\nPor ley, es obligatorio para los créditos hipotecarios, la contratación de los seguros de Desgravamen e Incendio, sismo y adicionales como salida de mar y otros, con el objeto de proteger los bienes dados en garantía o el pago de la deuda frente a determinados eventos que afecten al deudor.\n\nPara créditos hipotecarios con subsidio, además es obligatorio contratar el seguro de Desempleo o Incapacidad Temporal, sin costo para el cliente.\n\nDe forma opcional se pueden contratar coberturas adicionales de Invalidez Total y Permanente 2/3, Desempleo o Incapacidad Temporal y seguros que amparen los contenidos. Puedes contratar la póliza colectiva a través del Banco o una póliza particular, siempre y cuando cumpla con los requisitos de cobertura exigidos por la CMF.\n']",Duda Directa sobre Restricciones
"Si tengo un ingreso mensual de 800 mil pesos y estoy pensando en comprar una casa, ¿qué plazo de crédito hipotecario me conviene para que las cuotas sean manejables?","['# ¿Cuál es el mejor plazo para solicitar un Crédito Hipotecario?\n\nEl plazo del crédito más adecuado depende de la situación financiera de cada persona.\n\nA un menor plazo, el monto de los dividendos o cuotas mensuales será más alto y menor el monto de intereses que se paguen, por el contario a mayor plazo, el dividendo será menor y mayor el monto de intereses a pagar.\n']",Caso Hipotético en Primera Persona
¿Qué es una tasación y cómo influye en el monto que me puede financiar el banco?,"['# ¿Qué es una tasación?\n\nLa Tasación, es un Informe que realiza un profesional calificado externo al Banco que permite conocer el valor comercial de la propiedad y definir el monto que el Banco podrá financiar. El costo de la tasación va a depender del valor de la propiedad y la localidad donde esté ubicada.\n']",Principiante / Educativo
"Oye, ¿qué es eso del estudio de títulos y por qué lo piden cuando vas a comprar un depa?","['# ¿Qué es un Estudio de Títulos?\n\nEl Estudio de Títulos, es un Informe de antecedentes legal del inmueble para asegurar que la propiedad no tiene litigios o dudas acerca de los derechos que puede ejercer sobre ella. Una vez aprobado este estudio se confecciona la Escritura que contiene las condiciones pactadas entre las partes que posteriormente se enviará a Notaría para la firma de todas las partes involucradas y su correcta legalización.\n']",Colloquial Chileno Natural
"Oye, ¿qué gastos tengo que cubrir cuando pido un crédito hipotecario?","['# ¿Qué gastos voy a tener que realizar al solicitar un Crédito Hipotecario?\n\nLos gastos operacionales asociados a todo crédito hipotecarios son:\n\nTasación,\n\nEstudio de Título,\n\nConfección de la Escritura o Escrituración,\n\nImpuesto al mutuo, si corresponde,\n\nGastos notariales,\n\nInscripción en el Conservador de Bienes Raíces.\n\nLos valores pueden variar dependiendo del valor de la propiedad y localidad donde esté ubicada. Estos gastos son informados de forma estimada en la simulación del crédito y se deben provisionar al inicio del proceso, a excepción del impuesto al mutuo, que se paga directamente en Notaria al momento de la firma de la Escritura.\n']",Colloquial Chileno Natural
"Oye, ¿quiénes están metidos cuando pido un crédito hipotecario?",['# ¿Quiénes intervienen en el otorgamiento de un Crédito Hipotecario?\n\nCliente: Comprador (es).\n\nBancoEstado: Entidad que otorga el Crédito Hipotecario.\n\nVendedor (es).\n\nBanco que financió al vendedor en caso de una propiedad con deuda e hipoteca vigente.\n\nCompañías de Seguros.\n\nNotario.\n\nConservador de Bienes Raíces.\n'],Colloquial Chileno Natural
¿Qué tipos de financiamiento ofrece BancoEstado para comprar una vivienda?,"['# ¿Qué tipo de financiamiento existe para la compra de una vivienda?\n\nPara comprar una vivienda nueva o usada, BancoEstado cuenta con los siguientes tipos de financiamiento:\n\n- Crédito Hipotecario con y sin subsidio habitacional.\n\n- Financiamiento para EcoVivienda con y sin subsidio habitacional.\n\n- Crédito Hipotecario Universal.\n']",Principiante / Educativo
¿Qué edad mínima y máxima se requiere para solicitar un crédito hipotecario?,"['# ¿Cuál es la edad mínima y máxima para contratar un Crédito Hipotecario?\n\nLa edad mínima para solicitarlo es de 18 años, y la máxima de 72 años con 364 días (considerando un plazo del crédito de 8 años). La edad máxima de permanencia para efecto del seguro de desgravamen es de 81 años con 364 días. Se debe tener en cuenta que la edad de ingreso más el plazo del crédito, no debe superar la edad de permanencia.\n']",Principiante / Educativo
¿Cuáles son los tipos de tasas que existen para los créditos del Banco Estado?,"['# ¿Qué tipos de tasas existen?\n\nExisten 3 tipos de tasas:\n\n- Tasa Fija: Tasa fija durante todo el período del crédito que se pacta en el origen del crédito.\n\n- Tasa Mixta: Tasa fija por los primeros 3 o 5 años y luego tasa fija por el resto del período dependiendo del plazo total solicitado, ambas se pactan en el origen del crédito.\n\n- Tasa Variable: Tasa fija por los primeros 3 o 5 años que se pacta en el origen y luego variable año a año a partir del cuarto o sexto año respectivamente.\n']",Principiante / Educativo
¿Cuándo y dónde tengo que pagar el impuesto al mutuo al comprar una casa y qué tasa me corresponde?,"['# ¿Cuándo se debe pagar impuesto al Mutuo?\n\nEl impuesto al mutuo grava a las operaciones de crédito de dinero y su valor está definido por ley. Lo debe pagar el cliente directamente en la Notaria al momento de firmar la escritura de compraventa. No corresponde pagarlo en los casos de refinanciamiento o portabilidad, siempre que se acredite correctamente que dicho pago ya fue realizado y no se haya aumentado el monto de financiamiento.\n\nTodas las propiedades DFL2 cuya recepción final no supere los dos años, rige el 0,2% aplicado al monto del crédito otorgado (este beneficio aplica solo hasta la segunda vivienda) y para el resto aplica el impuesto de 0,8% respecto al valor del crédito otorgado.\n']",Orientado a la Acción
¿Qué son los gastos notariales?,['# ¿Qué son los Gastos Notariales?\n\nSon los gastos que corresponden a los honorarios del notario por la confección de las escrituras originales y legalización de documentos.\n'],Principiante / Educativo
¿Qué son los gastos del Conservador de Bienes Raíces?,"['# ¿A que corresponden los gastos del Conservador de Bienes Raíces (CBR)?\n\nCorresponde a los gastos de la inscripción del dominio, hipoteca y prohibiciones de la propiedad que se está comprando, se provisionan al inicio dentro de los gastos operacionales y son pagados por el Banco directamente al CBR.\n']",Principiante / Educativo
"Oye, ¿cuándo arranco a pagar la primera cuota del crédito?",['# ¿Cuándo comienzo a pagar el primer dividendo?\n\nEl primer dividendo se empieza a pagar al mes subsiguiente del desembolso del crédito o una vez cumplido el periodo de gracia en caso de haberlo solicitado.\n'],Colloquial Chileno Natural
"Oye, ¿puedo pagar mi dividendo en CajaVecina o tengo que ir al banco?","['# ¿Puedo pagar mi Dividendo en CajaVecina?\n\nSí, puedes realizar el pago en CajaVecina, con cargo en cualquiera de tus Cuentas BancoEstado (Cuenta Corriente, Chequera Electrónica o Cuenta RUT) o en efectivo.\n\nEn el caso de que el pago se encuentre fuera de plazo, se te entregará la información actualizada del monto a pagar.\n']",Colloquial Chileno Natural
"Oye, ¿cuánta renta tengo que ganar para poder postular al crédito de complementar renta?","['# ¿Cuál es la renta mínima exigida para complementar renta?\n\nPara complementar renta se exige una renta mínima conjunta y también a cada participante, que dependerá del monto del crédito que estén solicitando y del vinculo existente. Ambos deben cumplir con las políticas comercial y de riesgo vigentes en BancoEstado.\n']",Colloquial Chileno Natural
"Oye, ¿cuánto tarda en hacer la tasación de una propiedad, tipo depa o casa?","['# ¿Cuánto tiempo se demora en hacer una tasación?\n\nUna tasación puede demorar entre 3 y 10 días, dependiendo de la ubicación de la propiedad, tipo de inmueble, disponibilidad del tasador.\n']",Colloquial Chileno Natural
¿Necesito estar inscrito en el Registro Social de Hogares para postular a un subsidio habitacional?,['# ¿Debo estar en el Registro Social de Hogares para postular a un subsidio habitacional?\n\nEstar inscrito en el Registro Social de Hogares es un requisito indispensable para postular a un subsidio habitacional. La clasificación socioeconómica del RSH va a determinar que tipo de subsidio puede acceder.\u200b\n'],Principiante / Educativo
